CourseID,Hole,POI,Location,SideOfFairway,Latitude,Longitude
1211,5,Tee Back,C,C,55.7245336,12.3175922
1211,5,Road,C,C,55.7219653,12.3174235
1211,5,Trees,B,R,55.7218958,12.3171044
1211,5,Trees,F,R,55.7220169,12.3171432
1211,5,100 Marker,C,C,55.7212654,12.3169863
1211,5,150 Marker,C,C,55.7216582,12.3173725
1211,5,200 Marker,C,C,55.7221448,12.3174422
1211,5,Water,F,L,55.7231497,12.3180759
1211,5,Water,B,L,55.7228233,12.3183870
1211,5,Fairway Bunker,F,R,55.7209785,12.3164143
1211,5,Fairway Bunker,B,R,55.7209150,12.3162265
1211,5,Green Bunker,F,R,55.7206898,12.3160415
1211,5,Green Bunker,B,R,55.7205810,12.3158538
1211,5,Green Bunker,F,L,55.7206309,12.3163874
1211,5,Green Bunker,B,L,55.7204843,12.3164598
1211,5,Water,F,L,55.7206755,12.3168038
1211,5,Water,B,L,55.7204745,12.3167019
1211,6,Green,F,C,55.7197742,12.3157202
1211,6,Green,C,C,55.7197319,12.3155405
1211,6,Green,B,C,55.7196986,12.3153649
1211,6,Tee Front,C,C,55.7201801,12.3172148
1211,6,Tee Back,C,C,55.7202633,12.3175715
1211,6,Green Bunker,F,R,55.7198583,12.3158095
1211,6,Green Bunker,B,R,55.7198658,12.3156245
1211,6,Water,F,L,55.7195666,12.3155413
1211,6,Water,B,L,55.7195318,12.3153268
1211,7,Green,F,C,55.7246253,12.3137665
1211,7,Green,C,C,55.7247476,12.3137317
1211,7,Green,B,C,55.7248761,12.3137049
1211,7,Tee Front,C,C,55.7217206,12.3140660
1211,7,Tee Back,C,C,55.7208487,12.3132641
1211,7,Water,C,C,55.7235829,12.3140419
1211,7,100 Marker,C,C,55.7238598,12.3140700
1211,7,150 Marker,C,C,55.7233975,12.3139949
1211,7,200 Marker,C,C,55.7229532,12.3139896
1211,7,Fairway Bunker,F,R,55.7229632,12.3143943
1211,7,Fairway Bunker,B,R,55.7231052,12.3143245
1211,7,Fairway Bunker,F,L,55.7238449,12.3137475
1211,7,Fairway Bunker,B,L,55.7239295,12.3137744
1211,7,Fairway Bunker,F,L,55.7244370,12.3136005
1211,7,Fairway Bunker,B,L,55.7245110,12.3136326
1211,7,Green Bunker,F,L,55.7246123,12.3135468
1211,7,Green Bunker,B,L,55.7246999,12.3134503
1211,7,Green Bunker,F,R,55.7246349,12.3139411
1211,7,Green Bunker,B,R,55.7247513,12.3139732
1211,8,Green,F,C,55.7246416,12.3081512
1211,8,Green,C,C,55.7246658,12.3079742
1211,8,Green,B,C,55.7246945,12.3077918
1211,8,Tee Front,C,C,55.7245280,12.3094684
1211,8,Tee Back,C,C,55.7243467,12.3104070
1211,8,Water,F,R,55.7246325,12.3092561
1211,8,Water,B,R,55.7246174,12.3086473
1211,8,Water,F,L,55.7243560,12.3097469
1211,8,Water,B,L,55.7243273,12.3091703
1211,8,Green Bunker,F,R,55.7246975,12.3083362
1211,8,Green Bunker,B,R,55.7247897,12.3081941
1211,8,Green Bunker,F,L,55.7245253,12.3081458
1211,8,Green Bunker,B,L,55.7245283,12.3079635
1211,9,Green,F,C,55.7275079,12.3052251
1211,9,Green,C,C,55.7276137,12.3052680
1211,9,Green,B,C,55.7277194,12.3053270
1211,9,Tee Front,C,C,55.7253763,12.3062548
1211,9,Tee Back,C,C,55.7249170,12.3066947
1211,9,100 Marker,C,C,55.7267144,12.3052538
1211,9,150 Marker,C,C,55.7262641,12.3053208
1211,9,200 Marker,C,C,55.7258350,12.3057553
1211,9,Fairway Bunker,F,R,55.7263561,12.3055257
1211,9,Fairway Bunker,B,R,55.7265963,12.3055069
1211,9,Fairway Bunker,F,L,55.7265872,12.3048713
1211,9,Fairway Bunker,B,L,55.7267413,12.3049732
1211,9,Green Bunker,F,R,55.7274472,12.3053603
1211,9,Green Bunker,B,R,55.7275983,12.3055453
1211,9,Green Bunker,F,L,55.7274850,12.3050787
1211,9,Green Bunker,B,L,55.7275998,12.3050250
1211,9,Trees,F,R,55.7262697,12.3059252
1211,9,Trees,B,R,55.7264449,12.3058233
1211,10,Green,F,C,55.7263075,12.3120477
1211,10,Green,C,C,55.7262396,12.3121630
1211,10,Green,B,C,55.7261655,12.3122810
1211,10,Tee Front,C,C,55.7279451,12.3095856
1211,10,Tee Back,C,C,55.7285101,12.3083627
1211,10,Water,F,L,55.7264360,12.3119887
1211,10,Water,B,L,55.7263982,12.3123373
1211,10,Water,F,R,55.7260975,12.3116695
1211,10,Water,B,R,55.7259343,12.3119404
1211,10,100 Marker,C,C,55.7268928,12.3110715
1211,10,150 Marker,C,C,55.7272327,12.3105431
1211,11,Green,F,C,55.7268292,12.3200944
1211,11,Green,C,C,55.7268851,12.3202995
1211,11,Green,B,C,55.7269334,12.3204993
1211,11,Tee Front,C,C,55.7261116,12.3156359
1211,11,Tee Back,C,C,55.7261479,12.3145899
1211,11,100 Marker,C,C,55.7264370,12.3189165
1211,11,150 Marker,C,C,55.7262572,12.3181816
1211,11,200 Marker,C,C,55.7261514,12.3173825
1211,11,Green Bunker,F,R,55.7267317,12.3201115
1211,11,Green Bunker,B,R,55.7267347,12.3203569
1211,11,Fairway Bunker,B,R,55.7261013,12.3181800
1211,11,Fairway Bunker,B,R,55.7261111,12.3182820
1211,11,Fairway Bunker,B,R,55.7261330,12.3184000
1211,11,Fairway Bunker,B,L,55.7265517,12.3184824
1211,11,Fairway Bunker,B,L,55.7265593,12.3185817
1211,11,Fairway Bunker,B,L,55.7265699,12.3186943
1211,11,Fairway Bunker,B,L,55.7264339,12.3179595
1211,11,Fairway Bunker,B,L,55.7264460,12.3180292
1211,11,Fairway Bunker,B,L,55.7264324,12.3181123
1211,11,Fairway Bunker,B,L,55.7264299,12.3174953
1211,11,Fairway Bunker,B,L,55.7264155,12.3175757
1211,11,Fairway Bunker,B,L,55.7264057,12.3176401
1211,12,Green,F,C,55.7225276,12.3204367
1211,12,Green,C,C,55.7224294,12.3204554
1211,12,Green,B,C,55.7223297,12.3204876
1211,12,Tee Front,C,C,55.7258565,12.3206039
1211,12,Tee Back,C,C,55.7265153,12.3208526
1211,12,Green Bunker,F,R,55.7225563,12.3202436
1211,12,Green Bunker,B,R,55.7223871,12.3201658
1211,12,Green Bunker,F,L,55.7225896,12.3205305
1211,12,Green Bunker,B,L,55.7225367,12.3206861
1211,12,100 Marker,C,C,55.7233057,12.3201106
1211,12,150 Marker,C,C,55.7237439,12.3199336
1211,12,200 Marker,C,C,55.7242002,12.3199282
1211,12,Fairway Bunker,B,L,55.7248559,12.3204506
1211,12,Fairway Bunker,B,L,55.7246369,12.3204211
1211,12,Fairway Bunker,B,L,55.7244661,12.3201905
1211,12,Water,F,R,55.7248665,12.3195200
1211,12,Water,B,R,55.7247033,12.3196434
1211,13,Green,F,C,55.7192403,12.3220709
1211,13,Green,C,C,55.7191617,12.3222265
1211,13,Green,B,C,55.7190615,12.3223310
1211,13,Tee Front,C,C,55.7213834,12.3209678
1211,13,Tee Back,C,C,55.7222009,12.3212226
1211,13,100 Marker,C,C,55.7197421,12.3210111
1211,13,150 Marker,C,C,55.7200443,12.3204157
1211,13,200 Marker,C,C,55.7206079,12.3203218
1211,14,Fairway Bunker,B,L,55.7203030,12.3206168
1211,14,Fairway Bunker,B,L,55.7202289,12.3206383
1211,14,Fairway Bunker,B,L,55.7201594,12.3206731
1211,14,Fairway Bunker,B,L,55.7199977,12.3211210
1211,14,Fairway Bunker,B,L,55.7199539,12.3211773
1211,14,Fairway Bunker,B,L,55.7199055,12.3211988
1211,14,Fairway Bunker,B,L,55.7198708,12.3214240
1211,14,Fairway Bunker,B,L,55.7198405,12.3214509
1211,14,Fairway Bunker,B,L,55.7198118,12.3214670
1211,13,Green Bunker,F,L,55.7193221,12.3221238
1211,13,Green Bunker,B,L,55.7192873,12.3223491
1211,13,Green Bunker,F,R,55.7191498,12.3219495
1211,13,Green Bunker,B,R,55.7189987,12.3221077
1211,13,Green Bunker,F,C,55.7191347,12.3224537
1211,13,Green Bunker,B,C,55.7190758,12.3224698
1211,13,Dogleg,B,C,55.7201244,12.3200773
1211,13,Dogleg,F,L,55.7202539,12.3204811
1211,13,Water,F,R,55.7201270,12.3198589
1211,13,Water,B,R,55.7199456,12.3201003
1211,14,Green,F,C,55.7192740,12.3153470
1211,14,Green,C,C,55.7193278,12.3151662
1211,14,Green,B,C,55.7193965,12.3150106
1211,14,Tee Front,C,C,55.7192562,12.3195981
1211,14,Tee Back,C,C,55.7189056,12.3212984
1211,14,100 Marker,C,C,55.7194159,12.3167570
1211,14,150 Marker,C,C,55.7195156,12.3175401
1211,14,200 Marker,C,C,55.7194975,12.3183446
1211,14,Water,F,L,55.7192542,12.3180823
1211,14,Water,B,L,55.7190698,12.3172027
1211,14,Water,F,R,55.7194567,12.3155936
1211,14,Water,B,R,55.7194718,12.3153415
1211,14,Green Bunker,F,L,55.7191913,12.3151266
1211,14,Green Bunker,B,L,55.7192774,12.3149120
1211,15,Green,F,C,55.7198624,12.3084840
1211,15,Green,C,C,55.7198035,12.3082588
1211,15,Green,B,C,55.7197581,12.3080683
1211,15,Tee Front,C,C,55.7199129,12.3124039
1211,15,Tee Back,C,C,55.7197315,12.3130905
1211,15,Dogleg,B,C,55.7206724,12.3094913
1211,15,Dogleg,F,L,55.7204216,12.3099311
1211,15,Water,F,L,55.7202458,12.3100672
1211,15,Water,B,L,55.7202693,12.3099603
1211,15,Water,F,L,55.7198343,12.3097319
1211,15,Water,B,L,55.7198313,12.3095334
1211,15,100 Marker,C,C,55.7203778,12.3094824
1211,15,150 Marker,C,C,55.7204231,12.3103862
1211,15,Green Bunker,F,R,55.7199625,12.3084031
1211,15,Green Bunker,B,R,55.7199988,12.3082395
1211,15,Green Bunker,F,L,55.7197782,12.3086820
1211,15,Green Bunker,B,L,55.7196603,12.3085157
1211,15,Green Bunker,F,L,55.7196784,12.3083012
1211,15,Green Bunker,B,L,55.7196770,12.3081900
1211,16,Green,F,C,55.7213699,12.3084263
1211,16,Green,C,C,55.7214771,12.3084961
1211,16,Green,B,C,55.7215814,12.3085577
1211,16,Tee Front,C,C,55.7201155,12.3076469
1211,16,Tee Back,C,C,55.7197740,12.3074270
1211,16,Green Bunker,F,L,55.7213366,12.3082467
1211,16,Green Bunker,B,L,55.7214651,12.3081984
1211,16,Water,F,R,55.7211296,12.3085470
1211,16,Water,B,R,55.7213759,12.3087187
1211,17,Green,F,C,55.7256094,12.3031564
1211,17,Green,C,C,55.7257046,12.3030491
1211,17,Green,B,C,55.7258013,12.3029446
1211,17,Tee Front,C,C,55.7238176,12.3069477
1211,17,Tee Back,C,C,55.7235184,12.3078649
1211,17,100 Marker,C,C,55.7249348,12.3038831
1211,17,150 Marker,C,C,55.7246070,12.3044463
1211,17,200 Marker,C,C,55.7244317,12.3053099
1211,17,Water,F,L,55.7241653,12.3051198
1211,17,Water,B,L,55.7243466,12.3047202
1211,17,Green Bunker,F,L,55.7255449,12.3031111
1211,17,Green Bunker,B,L,55.7255910,12.3029261
1211,17,Green Bunker,F,L,55.7257088,12.3027612
1211,17,Green Bunker,B,L,55.7258120,12.3028223
1211,17,Green Bunker,F,R,55.7256227,12.3033056
1211,17,Green Bunker,B,R,55.7257141,12.3033137
1211,18,Green,F,C,55.7273806,12.3035082
1211,18,Green,C,C,55.7274863,12.3035190
1211,18,Green,B,C,55.7275875,12.3035243
1211,18,Tee Front,C,C,55.7264498,12.3034144
1211,18,Tee Back,C,C,55.7261416,12.3033876
1211,18,Green Bunker,F,L,55.7273866,12.3032830
1211,18,Green Bunker,B,L,55.7275048,12.3032704
1211,18,Green Bunker,F,R,55.7273295,12.3036150
1211,18,Green Bunker,B,R,55.7274420,12.3037879
1212,1,Green,F,C,55.7240955,12.3079843
1212,1,Green,C,C,55.7240448,12.3081921
1212,1,Green,B,C,55.7239882,12.3083986
1212,1,Tee Front,C,C,55.7266062,12.3044445
1212,1,Tee Back,C,C,55.7273496,12.3043587
1212,1,100 Marker,C,C,55.7243597,12.3067017
1212,1,150 Marker,C,C,55.7245893,12.3060044
1212,1,200 Marker,C,C,55.7249308,12.3054144
1212,1,Fairway Bunker,F,R,55.7254135,12.3042484
1212,1,Fairway Bunker,B,R,55.7252700,12.3043717
1212,1,Fairway Bunker,F,L,55.7257731,12.3048947
1212,1,Fairway Bunker,B,L,55.7256402,12.3049135
1212,1,Water,F,R,55.7240652,12.3077764
1212,1,Water,B,R,55.7239111,12.3080057
1212,1,Water,F,L,55.7241970,12.3079069
1212,1,Water,B,L,55.7241660,12.3079968
1206,1,Dogleg,C,C,55.7254047,12.3046251
1212,2,Green,F,C,55.7217282,12.3123460
1212,2,Green,C,C,55.7216270,12.3122789
1212,2,Green,B,C,55.7215408,12.3122173
1212,2,Tee Front,C,C,55.7241480,12.3129488
1212,2,Tee Back,C,C,55.7247041,12.3129327
1212,2,Water,C,C,55.7236978,12.3129341
1212,2,100 Marker,C,C,55.7224839,12.3127590
1212,2,150 Marker,C,C,55.7229160,12.3129575
1212,2,200 Marker,C,C,55.7233875,12.3129306
1212,2,Fairway Bunker,F,R,55.7230125,12.3127240
1212,2,Fairway Bunker,B,R,55.7228871,12.3126757
1212,2,Fairway Bunker,F,R,55.7228010,12.3127401
1212,2,Fairway Bunker,B,R,55.7226982,12.3126114
1212,2,Green Bunker,F,L,55.7217587,12.3125219
1212,2,Green Bunker,B,L,55.7216363,12.3125782
1212,2,Green Bunker,F,L,55.7215275,12.3124655
1212,2,Green Bunker,B,L,55.7214549,12.3122832
1212,3,Green,F,C,55.7202430,12.3130090
1212,3,Green,C,C,55.7201675,12.3131162
1212,3,Green,B,C,55.7200949,12.3132342
1212,3,Tee Front,C,C,55.7210469,12.3123492
1212,3,Tee Back,C,C,55.7213099,12.3121240
1212,3,Green Bunker,F,R,55.7201357,12.3128287
1212,3,Green Bunker,B,R,55.7200269,12.3129708
1212,3,Green Bunker,F,L,55.7203503,12.3131210
1212,3,Green Bunker,B,L,55.7202581,12.3133409
1212,4,Green,F,C,55.7243816,12.3161748
1212,4,Green,C,C,55.7244919,12.3161694
1212,4,Green,B,C,55.7245992,12.3161614
1212,4,Tee Front,C,C,55.7215915,12.3160029
1212,4,Tee Back,C,C,55.7205217,12.3150857
1212,4,100 Marker,C,C,55.7235950,12.3162035
1212,4,150 Marker,C,C,55.7231538,12.3164342
1212,4,200 Marker,C,C,55.7227004,12.3164932
1212,4,Road,C,C,55.7233957,12.3163448
1212,4,Green Bunker,F,R,55.7243257,12.3163600
1212,4,Green Bunker,B,R,55.7244541,12.3164297
1212,4,Green Bunker,F,L,55.7242834,12.3160408
1212,4,Green Bunker,B,L,55.7243816,12.3159148
1212,5,Green,F,C,55.7206127,12.3162225
1212,5,Green,C,C,55.7205114,12.3161125
1212,5,Green,B,C,55.7204208,12.3160213
1212,5,Tee Front,C,C,55.7237267,12.3173133
1212,5,Tee Back,C,C,55.7245336,12.3175922
1212,5,Road,C,C,55.7219653,12.3174235
1212,5,Trees,B,R,55.7218958,12.3171044
1212,5,Trees,F,R,55.7220169,12.3171432
1212,5,100 Marker,C,C,55.7212654,12.3169863
1212,5,150 Marker,C,C,55.7216582,12.3173725
1212,5,200 Marker,C,C,55.7221448,12.3174422
1212,5,Water,F,L,55.7231497,12.3180759
1212,5,Water,B,L,55.7228233,12.3183870
1212,5,Fairway Bunker,F,R,55.7209785,12.3164143
1212,5,Fairway Bunker,B,R,55.7209150,12.3162265
1212,5,Green Bunker,F,R,55.7206898,12.3160415
1212,5,Green Bunker,B,R,55.7205810,12.3158538
1212,5,Green Bunker,F,L,55.7206309,12.3163874
1212,5,Green Bunker,B,L,55.7204843,12.3164598
1212,5,Water,F,L,55.7206755,12.3168038
1212,5,Water,B,L,55.7204745,12.3167019
1212,6,Green,F,C,55.7197742,12.3157202
1212,6,Green,C,C,55.7197319,12.3155405
1212,6,Green,B,C,55.7196986,12.3153649
1212,6,Tee Front,C,C,55.7201801,12.3172148
1212,6,Tee Back,C,C,55.7202633,12.3175715
1212,6,Green Bunker,F,R,55.7198583,12.3158095
1212,6,Green Bunker,B,R,55.7198658,12.3156245
1212,6,Water,F,L,55.7195666,12.3155413
1212,6,Water,B,L,55.7195318,12.3153268
1212,7,Green,F,C,55.7246253,12.3137665
1212,7,Green,C,C,55.7247476,12.3137317
1212,7,Green,B,C,55.7248761,12.3137049
1212,7,Tee Front,C,C,55.7217206,12.3140660
1212,7,Tee Back,C,C,55.7208487,12.3132641
1212,7,Water,C,C,55.7235829,12.3140419
1212,7,100 Marker,C,C,55.7238598,12.3140700
1212,7,150 Marker,C,C,55.7233975,12.3139949
1212,7,200 Marker,C,C,55.7229532,12.3139896
1212,7,Fairway Bunker,F,R,55.7229632,12.3143943
1212,7,Fairway Bunker,B,R,55.7231052,12.3143245
1212,7,Fairway Bunker,F,L,55.7238449,12.3137475
1212,7,Fairway Bunker,B,L,55.7239295,12.3137744
1212,7,Fairway Bunker,F,L,55.7244370,12.3136005
1212,7,Fairway Bunker,B,L,55.7245110,12.3136326
1212,7,Green Bunker,F,L,55.7246123,12.3135468
1212,7,Green Bunker,B,L,55.7246999,12.3134503
1212,7,Green Bunker,F,R,55.7246349,12.3139411
1212,7,Green Bunker,B,R,55.7247513,12.3139732
1212,8,Green,F,C,55.7246416,12.3081512
1212,8,Green,C,C,55.7246658,12.3079742
1212,8,Green,B,C,55.7246945,12.3077918
1212,8,Tee Front,C,C,55.7245280,12.3094684
1212,8,Tee Back,C,C,55.7243467,12.3104070
1212,8,Water,F,R,55.7246325,12.3092561
1212,8,Water,B,R,55.7246174,12.3086473
1212,8,Water,F,L,55.7243560,12.3097469
1212,8,Water,B,L,55.7243273,12.3091703
1212,8,Green Bunker,F,R,55.7246975,12.3083362
1212,8,Green Bunker,B,R,55.7247897,12.3081941
1212,8,Green Bunker,F,L,55.7245253,12.3081458
1212,8,Green Bunker,B,L,55.7245283,12.3079635
1212,9,Green,F,C,55.7275079,12.3052251
1212,9,Green,C,C,55.7276137,12.3052680
1212,9,Green,B,C,55.7277194,12.3053270
1212,9,Tee Front,C,C,55.7253763,12.3062548
1212,9,Tee Back,C,C,55.7249170,12.3066947
1212,9,100 Marker,C,C,55.7267144,12.3052538
1212,9,150 Marker,C,C,55.7262641,12.3053208
1212,9,200 Marker,C,C,55.7258350,12.3057553
1212,9,Fairway Bunker,F,R,55.7263561,12.3055257
1212,9,Fairway Bunker,B,R,55.7265963,12.3055069
1212,9,Fairway Bunker,F,L,55.7265872,12.3048713
1212,9,Fairway Bunker,B,L,55.7267413,12.3049732
1212,9,Green Bunker,F,R,55.7274472,12.3053603
1212,9,Green Bunker,B,R,55.7275983,12.3055453
1212,9,Green Bunker,F,L,55.7274850,12.3050787
1212,9,Green Bunker,B,L,55.7275998,12.3050250
1212,9,Trees,F,R,55.7262697,12.3059252
1212,9,Trees,B,R,55.7264449,12.3058233
1212,10,Green,F,C,55.7258210,12.3113252
1212,10,Green,C,C,55.7257455,12.3114593
1212,10,Green,B,C,55.7256760,12.3115961
1212,10,Tee Front,C,C,55.7278248,12.3087798
1212,10,Tee Back,C,C,55.7284805,12.3082086
1212,10,100 Marker,C,C,55.7263899,12.3103589
1212,10,150 Marker,C,C,55.7267163,12.3098011
1212,10,200 Marker,C,C,55.7271272,12.3094363
1212,10,Water,F,L,55.7260912,12.3116585
1212,10,Water,B,L,55.7259401,12.3119535
1212,11,Green,F,C,55.7269356,12.3155073
1212,11,Green,C,C,55.7269885,12.3156708
1212,11,Green,B,C,55.7270323,12.3158130
1212,11,Tee Front,C,C,55.7265820,12.3144426
1212,11,Tee Back,C,C,55.7264506,12.3140618
1212,11,Green Bunker,F,R,55.7268359,12.3154912
1212,11,Green Bunker,B,R,55.7268192,12.3156950
1212,11,Water,F,L,55.726860,12.314797
1212,11,Water,B,L,55.727130,12.315452
1212,12,Green,F,C,55.7279075,12.3204866
1212,12,Green,C,C,55.7280132,12.3206529
1212,12,Green,B,C,55.7280948,12.3208031
1212,12,Tee Front,C,C,55.7266463,12.3167190
1212,12,Tee Back,C,C,55.7263411,12.3150670
1212,12,100 Marker,C,C,55.7273636,12.3195480
1212,12,150 Marker,C,C,55.7271400,12.3188293
1212,12,200 Marker,C,C,55.7269043,12.3181427
1212,12,Water,F,L,55.7273985,12.3190125
1212,12,Water,B,L,55.7274921,12.3192324
1212,12,Fairway Bunker,F,R,55.7270490,12.3192221
1212,12,Fairway Bunker,B,R,55.7271351,12.3194662
1212,12,Green Bunker,F,R,55.7278349,12.3206367
1212,12,Green Bunker,B,R,55.7279135,12.3207976
1212,12,Green Bunker,F,L,55.7279936,12.3203069
1212,12,Green Bunker,B,L,55.7280616,12.3203685
1212,12,Green Bunker,F,L,55.7281341,12.3205026
1212,12,Green Bunker,B,L,55.7282021,12.3206394
1212,13,Green,F,C,55.7226518,12.3215250
1212,13,Green,C,C,55.7225264,12.3215384
1212,13,Green,B,C,55.7224161,12.3215625
1212,13,Tee Front,C,C,55.7261577,12.3216344
1212,13,Tee Back,C,C,55.7272063,12.3216236
1212,13,Fairway Bunker,F,R,55.7230233,12.3212742
1212,13,Fairway Bunker,B,R,55.7229658,12.3212689
1212,13,Fairway Bunker,F,L,55.7231714,12.3218776
1212,13,Fairway Bunker,B,L,55.7230701,12.3217891
1212,13,Fairway Bunker,F,R,55.7248864,12.3214313
1212,13,Fairway Bunker,B,R,55.7247776,12.3215493
1212,13,Fairway Bunker,F,L,55.7250511,12.3220132
1212,13,Fairway Bunker,B,L,55.7249060,12.3219623
1212,13,100 Marker,C,C,55.7234244,12.3215958
1212,13,150 Marker,C,C,55.7238716,12.3216387
1212,13,200 Marker,C,C,55.7243189,12.3216977
1212,14,Green,F,C,55.7209766,12.3188595
1212,14,Green,C,C,55.7208988,12.3187133
1212,14,Green,B,C,55.7208293,12.3185712
1212,14,Tee Front,C,C,55.7217121,12.3201605
1212,14,Tee Back,C,C,55.7219146,12.3208739
1212,14,Green Bunker,F,R,55.7210274,12.3187327
1212,14,Green Bunker,B,R,55.7209745,12.3186120
1212,14,Green Bunker,F,L,55.7209624,12.3189928
1212,14,Green Bunker,B,L,55.7208763,12.3189553
1212,15,Green,F,C,55.7248812,12.3182292
1212,15,Green,C,C,55.7250141,12.3182614
1212,15,Green,B,C,55.7251395,12.3183043
1212,15,Tee Front,C,C,55.7214824,12.3180819
1212,15,Tee Back,C,C,55.7205727,12.3176260
1212,15,100 Marker,C,C,55.7241175,12.3183596
1212,15,150 Marker,C,C,55.7236733,12.3185045
1212,15,200 Marker,C,C,55.7232381,12.3187083
1212,15,Water,F,L,55.7228232,12.3183898
1212,15,Water,B,L,55.7231450,12.3183737
1212,15,Green Bunker,F,R,55.7248874,12.3183813
1212,15,Green Bunker,B,R,55.7249902,12.3184537
1212,15,Green Bunker,F,L,55.7248421,12.3181023
1212,15,Green Bunker,B,L,55.7250008,12.3180594
1212,15,Green Bunker,F,L,55.7250597,12.3181023
1212,15,Green Bunker,B,L,55.7251231,12.3181104
1212,16,Green,F,C,55.7255859,12.3154107
1212,16,Green,C,C,55.7256071,12.3152149
1212,16,Green,B,C,55.7256086,12.3150084
1212,16,Tee Front,C,C,55.7260164,12.3193612
1212,16,Tee Back,C,C,55.7262703,12.3202516
1212,16,100 Marker,C,C,55.7254572,12.3167906
1212,16,150 Marker,C,C,55.7254859,12.3176059
1212,16,200 Marker,C,C,55.7257304,12.3184019
1212,16,Fairway Bunker,F,R,55.7256122,12.3174652
1212,16,Fairway Bunker,B,R,55.7255653,12.3173498
1212,16,Fairway Bunker,F,L,55.7252405,12.3167491
1212,16,Fairway Bunker,B,L,55.7253009,12.3166016
1212,16,Green Bunker,F,R,55.7256673,12.3155402
1212,16,Green Bunker,B,R,55.7257655,12.3154061
1212,16,Green Bunker,F,L,55.7254618,12.3154007
1212,16,Green Bunker,B,L,55.7254664,12.3151808
1212,17,Green,F,C,55.7254183,12.3088750
1212,17,Green,C,C,55.7254409,12.3086900
1212,17,Green,B,C,55.7254666,12.3085049
1212,17,Tee Front,C,C,55.7252288,12.3106632
1212,17,Tee Back,C,C,55.7251744,12.3111701
1212,17,Green Bunker,F,R,55.7254621,12.3090440
1212,17,Green Bunker,B,R,55.7255558,12.3089206
1212,17,Green Bunker,F,L,55.7252717,12.3087141
1212,17,Green Bunker,B,L,55.7253019,12.3085291
1212,18,Green,F,C,55.7274842,12.3062343
1212,18,Green,C,C,55.7275779,12.3062665
1212,18,Green,B,C,55.7276655,12.3062879
1212,18,Tee Front,C,C,55.7255352,12.3067975
1212,18,Tee Back,C,C,55.7250849,12.3070227
1212,18,100 Marker,C,C,55.7266744,12.3062343
1212,18,150 Marker,C,C,55.7262272,12.3064488
1212,18,Fairway Bunker,F,L,55.7268892,12.3058418
1212,18,Fairway Bunker,B,L,55.7270524,12.3059062
1212,18,Green Bunker,F,R,55.7273996,12.3063329
1212,18,Green Bunker,B,R,55.7275477,12.3065529
1212,18,Green Bunker,F,L,55.7274842,12.3060299
1212,18,Green Bunker,B,L,55.7276413,12.3060058
1212,18,Green Bunker,F,C,55.7277089,12.3063015
1212,18,Green Bunker,B,C,55.7277353,12.3063055
